credits,grade,comment
32,A
5,A
4,A
4,A
4,A-
1,A
5,A-
4,A-
4,A-
4,A
1,A
4,A
4,A-
4,A-
4,B
1,A-
8,A,Study Abroad
8,A-
4,A

